speaker	file	word	syll-nb	segment	syll-id	position	constriction	glottal-burst	vowel	v-duration	glottalization	vot'	vot	interburst	type 
s08	geo020s08a0163v01	p>ilot>i	3	t>	3	medial	73.38	1	i	111.83	1	113.90	111.83	2.08	ejective
s08	geo020s08a0167v01	k>ak>abi	3	k>	1	initial	62.05	1	a	124.11	0	40.04	38.52	1.52	ejective
s08	geo020s08a0167v01	k>ak>abi	3	k>	2	medial	61.41	1	a	112.97	0	31.63	30.83	0.80	ejective
s08	geo020s08a0170v01	rat>avi	3	t>	2	medial	70.75	1	a	113.02	0	49.49	46.40	3.09	ejective
s08	geo020s08a0170v02	rat>avi	3	t>	2	medial	74.41	1	a	119.45	0	46.82	44.64	2.18	ejective
s08	geo020s08a0174v01	k>ak>ao	3	k>	1	initial	71.17	1	a	113.70	0	34.57	31.46	3.11	ejective
s08	geo020s08a0174v01	k>ak>ao	3	k>	2	medial	62.19	1	a	78.21	1	79.78	78.21	1.58	ejective
s08	geo020s08a0174v02	k>ak>ao	3	k>	1	initial	57.26	1	a	133.07	0	41.29	39.51	1.78	ejective
s08	geo020s08a0174v02	k>ak>ao	3	k>	2	medial	62.60	1	a	129.94	0	60.85	58.33	2.52	ejective
s08	geo020s08a0175v01	t>erori	3	t>	1	initial	62.88	1	e	152.84	0	60.51	57.69	2.82	ejective
s08	geo020s08a0179v02	q>lup>i	2	p>	2	medial	83.04	1	i	142.52	1	143.78	142.52	1.27	ejective
s08	geo020s08a0180v01	q>lup>i	2	p>	2	medial	81.86	1	i	64.60	1	65.70	64.60	1.10	ejective
s08	geo020s08a0180v02	q>lup>i	2	p>	2	medial	80.89	1	i	110.13	0	36.84	34.85	1.99	ejective
s08	geo020s08a0181v01	t>ank>i	2	t>	1	initial	66.65	1	a	98.46	0	59.40	56.97	2.43	ejective
s08	geo020s08a0181v02	k>ala	2	k>	1	initial	70.89	1	a	149.68	0	93.91	93.23	0.68	ejective
s08	geo020s08a0182v01	k>ala	2	k>	1	initial	56.01	1	a	156.62	1	74.36	72.77	1.59	ejective
s08	geo020s08a0182v02	k>ala	2	k>	1	initial	102.67	1	a	132.09	0	70.68	68.93	1.76	ejective
s08	geo020s08a0183v02	t>emp>o	2	t>	1	initial	82.84	1	e	118.37	0	44.85	43.28	1.56	ejective
s08	geo020s08a0184v01	t>emp>o	2	t>	1	initial	78.40	1	e	92.81	0	49.38	46.43	2.96	ejective
s08	geo020s08a0184v02	t>emp>o	2	t>	1	initial	61.40	1	e	99.04	0	47.31	44.66	2.65	ejective
s08	geo020s08a0189v01	korts>ili	3	k	1	initial	77.15	0	o	145.14	0	0	83.57	0	pulmonic
s08	geo020s08a0189v02	t>omi	2	t>	1	initial	77.53	1	o	130.25	0	67.95	65.36	2.59	ejective
s08	geo020s08a0190v01	t>omi	2	t>	1	initial	76.29	1	o	108.41	0	56.30	53.19	3.11	ejective
s08	geo020s08a0190v02	t>omi	2	t>	1	initial	73.42	1	o	108.03	0	49.88	48.02	1.87	ejective
s08	geo020s08a0191v02	p>api	2	p>	1	initial	70.14	1	a	129.50	1	98.53	96.60	1.92	ejective
s08	geo020s08a0191v02	p>api	2	p	2	medial	94.77	0	i	144.43	0	0	93.30	0	pulmonic
s08	geo020s08a0192v01	p>api	2	p>	1	initial	70.36	1	a	113.05	1	56.94	54.13	2.81	ejective
s08	geo020s08a0192v01	p>api	2	p	2	medial	84.67	0	i	86.12	1	0	86.12	0	pulmonic
s08	geo020s08a0192v02	p>api	2	p>	1	initial	75.00	1	a	111.98	0	56.76	53.75	3.01	ejective
s08	geo020s08a0192v02	p>api	2	p	2	medial	85.74	0	i	130.66	0	0	69.20	0	pulmonic
s08	geo020s08a0193v01	k>vart>et>i	3	t>	2	medial	46.09	1	e	108.76	1	57.39	54.55	2.84	ejective
s08	geo020s08a0193v01	k>vart>et>i	3	t>	3	medial	86.58	0	i	83.37	1	101.02	83.37	17.65	ejective
s08	geo020s08a0193v02	p>at>ara	3	p>	1	initial	75.10	1	a	110.93	0	62.27	60.19	2.09	ejective
s08	geo020s08a0193v02	p>at>ara	3	t>	2	medial	62.42	1	a	130.67	0	37.56	36.47	1.08	ejective
s08	geo020s08a0194v01	p>at>ara	3	p>	1	initial	80.32	0	a	79.98	0	26.98	11.07	15.91	ejective
s08	geo020s08a0194v01	p>at>ara	3	t>	2	medial	71.84	1	a	115.43	0	42.73	39.48	3.25	ejective
s08	geo020s08a0194v02	p>at>ara	3	p>	1	initial	57.32	1	a	99.83	0	39.55	37.90	1.65	ejective
s08	geo020s08a0194v02	p>at>ara	3	t>	2	medial	63.86	1	a	102.60	0	55.50	53.05	2.44	ejective
s08	geo020s08a0195v01	t>abak>a	3	t>	1	initial	76.94	1	a	120.05	0	59.68	58.57	1.11	ejective
s08	geo020s08a0195v01	t>abak>a	3	k>	3	medial	58.47	1	a	105.33	1	108.09	105.33	2.76	ejective
s08	geo020s08a0197v01	p>ark>et>i	3	p>	1	initial	78.48	1	a	117.36	0	36.11	33.40	2.71	ejective
s08	geo020s08a0197v01	p>ark>et>i	3	t>	3	medial	53.74	1	i	160.92	1	163.71	160.92	2.79	ejective
s08	geo020s08a0197v02	p>iri	2	p>	1	initial	80.91	1	i	165.10	0	79.58	78.15	1.43	ejective
s08	geo020s08a0198v01	p>iri	2	p>	1	initial	69.04	1	i	108.56	0	60.57	57.75	2.82	ejective
s08	geo020s08a0198v02	p>iri	2	p>	1	initial	82.34	1	i	127.46	0	50.61	48.26	2.35	ejective
s08	geo020s08a0199v02	k>at>a	2	k>	1	initial	56.30	1	a	112.95	0	62.04	61.09	0.95	ejective
s08	geo020s08a0199v02	k>at>a	2	t>	2	medial	90.06	0	a	126.03	0	29.10	26.27	2.83	ejective
s08	geo020s08a0200v01	k>at>a	2	k>	1	initial	61.02	1	a	108.15	0	44.77	42.54	2.23	ejective
s08	geo020s08a0200v01	k>at>a	2	t>	2	medial	67.65	1	a	91.10	1	92.52	91.10	1.42	ejective
s08	geo020s08a0200v02	k>at>a	2	k>	1	initial	50.99	1	a	104.94	1	64.74	63.28	1.46	ejective
s08	geo020s08a0200v02	k>at>a	2	t>	2	medial	82.74	1	a	119.41	0	33.27	30.62	2.65	ejective
s08	geo020s08a0201v01	p>ats>ia	3	p>	1	initial	75.20	1	a	123.02	0	55.60	53.75	1.85	ejective
s08	geo020s08a0202v01	k>ek>letsi	3	k>	1	initial	61.38	1	e	117.13	0	64.76	64.09	0.67	ejective
s08	geo020s08a0202v02	k>ek>letsi	3	k>	1	initial	50.01	0	e	97.03	0	26.12	24.20	1.92	ejective
s08	geo020s08a0203v01	p>ark>i	2	p>	1	initial	65.27	0	a	123.52	0	35.68	34.32	1.36	ejective
s08	geo020s08a0205v02	k>ep>va	2	k>	1	initial	84.97	1	e	123.59	0	78.40	76.84	1.56	ejective
s08	geo020s08a0206v01	k>ep>va	2	k>	1	initial	75.81	0	e	95.34	0	41.35	38.73	2.62	ejective
s08	geo020s08a0206v02	k>ep>va	2	k>	1	initial	76.64	1	e	105.61	0	53.08	52.40	0.68	ejective
s08	geo020s08a0207v02	post>a	2	p	1	initial	82.56	0	o	117.96	0	0	64.09	0	pulmonic
s08	geo020s08a0208v01	post>a	2	p	1	initial	79.09		o	103.31	0	0	57.99	0	pulmonic
s08	geo020s08a0208v02	post>a	2	p	1	initial	111.85	0	o	115.68	0	0	62.19	0	pulmonic
s08	geo020s08a0209v01	k>ap>ela	3	k>	1	initial	58.73	1	a	115.86	0	48.81	47.83	0.98	ejective
s08	geo020s08a0209v01	k>ap>ela	3	p>	2	medial	77.53	1	e	95.31	1	59.95	58.50	1.44	ejective
s08	geo020s08a0211v01	k>akt>usi	3	k>	1	initial	48.94	1	a	105.13	1	51.03	50.51	0.52	ejective
s08	geo020s08a0213v01	Cap>it>o	3	p>	2	medial	71.31	1	i	75.43	1	77.07	75.43	1.65	ejective
s08	geo020s08a0213v01	Cap>it>o	3	t>	3	medial	75.36	1	o	97.07	1	98.95	97.07	1.88	ejective
s08	geo020s08a0215v01	p>at>ent>i	3	p>	1	initial	66.74	0	a	120.25	0	42.66	40.21	2.45	ejective
s08	geo020s08a0215v01	p>at>ent>i	3	t>	2	medial	69.27	0	e	74.82	0	18.59	16.11	2.48	ejective
s08	geo020s08a0215v02	tok>i	2	t	1	initial	71.51	0	o	129.89	0	0	82.86	0	pulmonic
s08	geo020s08a0215v02	tok>i	2	k>	2	medial	70.20	1	i	139.66	0	56.51	55.34	1.18	ejective
s08	geo020s08a0216v01	tok>i	2	t	1	initial	52.11	0	o	97.00	0	0	44.34	0	pulmonic
s08	geo020s08a0216v01	tok>i	2	k>	2	medial	50.39	0	i	51.34	1	52.29	51.34	0.95	ejective
s08	geo020s08a0216v02	tok>i	2	t	1	initial	62.53	0	o	110.84	0	0	56.09	0	pulmonic
s08	geo020s08a0216v02	tok>i	2	k>	2	medial	54.07	0	i	75.66	0	31.05	29.84	1.21	ejective
s08	geo020s08a0217v01	papa	2	p	1	initial	70.05	0	a	119.32	0	0	61.47	0	pulmonic
s08	geo020s08a0217v01	papa	2	p	2	medial	86.06	1	a	111.27	1	0	111.27	0	pulmonic
s08	geo020s08a0219v01	papa	2	p	1	initial	89.54	0	a	134.33	0	0	87.08	0	pulmonic
s08	geo020s08a0219v01	papa	2	p	2	medial	88.85	1	a	129.23	1	0	43.23	0	pulmonic
s08	geo020s08a0219v02	t>areba	3	t>	1	initial	64.69	1	a	132.00	1	54.81	52.23	2.57	ejective
s08	geo020s08a0220v01	t>areba	3	t>	1	initial	62.03	1	a	124.46	1	54.76	53.71	1.05	ejective
s08	geo020s08a0220v02	t>areba	3	t>	1	initial	58.22	1	a	121.88	0	55.55	53.55	2.00	ejective
s08	geo020s08a0221v01	rit>ini	3	t>	2	medial	67.10	1	i	96.09	1	34.72	32.41	2.31	ejective
s08	geo020s08a0221v02	p>aseki	3	p>	1	initial	68.76	1	a	109.84	1	59.78	57.78	2.00	ejective
s08	geo020s08a0221v02	p>aseki	3	k	3	medial	65.72	0	i	106.96	0	0	76.97	0	pulmonic
s08	geo020s08a0222v01	p>aseki	3	k	3	medial	67.03		i	81.00		0	81.00	0	pulmonic
s08	geo020s08a0222v02	p>aseki	3	k	3	medial	67.57		i	135.07		0	61.38	0	pulmonic
s08	geo020s08a0233v02	putC>i	2	p	1	initial	91.03		u	136.58	0	0	84.28	0	pulmonic
s08	geo020s08a0234v01	putC>i	2	p	1	initial	105.43		u	127.16		0	316.36	0	pulmonic
s08	geo020s08a0234v02	putC>i	2	p	1	initial	102.74		u	142.66		0	84.44	0	pulmonic
s08	geo020s08a0239v01	teat>ri	3	t	1	initial	86.54		e	190.78	0	0	129.65	0	pulmonic
s08	geo020s08a0239v02	papa	2	p	1	initial	77.66		a	148.20		0	235.46	0	pulmonic
s08	geo020s08a0239v02	papa	2	p	2	medial	87.26		a	153.43		0	72.92	0	pulmonic
s08	geo020s08a0240v01	papa	2	p	1	initial	74.64		a	113.75		0	56.37	0	pulmonic
s08	geo020s08a0240v01	papa	2	p	2	medial	86.31		a	94.50		0	94.50	0	pulmonic
s08	geo020s08a0240v02	papa	2	p	1	initial	69.02		a	116.58		0	59.35	0	pulmonic
s08	geo020s08a0240v02	papa	2	p	2	medial	85.12		a	111.19		0	51.40	0	pulmonic
s08	geo020s08a0249v02	paCat>i	3	p	1	initial	91.72		a	142.81	0	0	62.64	0	pulmonic
s08	geo020s08a0250v01	paCat>i	3	p	1	initial	79.47		a	136.20	0	0	71.72	0	pulmonic
s08	geo020s08a0250v02	paCat>i	3	p	1	initial	60.00		a	139.44		0	73.47	0	pulmonic
s09	geo020s09a0001v01	kert>li	2	k	1	initial	56.37		e	112.84	0	0	38.14	0	pulmonic
s09	geo020s09a0003v02	p>ak>et>i	3	p>	1	initial	81.74	1	a	105.94	1	61.74	56.47	5.27	ejective
s09	geo020s09a0003v02	p>ak>et>i	3	k>	2	medial	82.06	0	e	66.05	1	84.73	66.02	18.71	ejective
s09	geo020s09a0003v02	p>ak>et>i	3	t>	3	medial	112.59	0	i	204.37	1	40.98	39.47	1.51	ejective
s09	geo020s09a0004v01	p>ak>et>i	3	p>	1	initial	68.56	1	a	107.81	0	49.15	42.88	6.27	ejective
s09	geo020s09a0004v01	p>ak>et>i	3	k>	2	medial	53.10	0	e	68.83	1	69.62	68.83	0.78	ejective
s09	geo020s09a0004v01	p>ak>et>i	3	t>	3	medial	67.89	0	i	62.76	0	25.17	22.97	2.20	ejective
s09	geo020s09a0004v02	p>ak>et>i	3	p>	1	initial	62.73	0	a	94.12	0	26.49	24.05	2.44	ejective
s09	geo020s09a0004v02	p>ak>et>i	3	k>	2	medial	61.62	0	e	83.95	1	33.36	294.37	-261.01	ejective
s09	geo020s09a0004v02	p>ak>et>i	3	t>	3	medial	78.73	0	i	87.76	0	20.24	18.68	1.56	ejective
s09	geo020s09a0005v02	t>eva	2	t>	1	initial	222.68	1	e	163.47	0	94.62	91.50	3.12	ejective
s09	geo020s09a0006v01	t>eva	2	t>	1	initial	91.04	1	e	109.04	0	69.28	67.24	2.04	ejective
s09	geo020s09a0006v02	t>eva	2	t>	1	initial	92.63	1	e	100.96	1	72.59	71.86	0.72	ejective
s09	geo020s09a0007v01	k>aba	2	k>	1	initial	77.08	1	a	130.18	0	80.62	79.85	0.78	ejective
s09	geo020s09a0007v02	pakt>i	2	p	1	initial	93.71	1	a	119.65	0	0	75.01	0	pulmonic
s09	geo020s09a0008v02	pakt>i	2	p	1	initial	54.46	1	a	113.87	0	0	27.98	0	pulmonic
s09	geo020s09a0009v01	k>arada	3	k>	1	initial	64.70	1	a	141.41	0	60.13	58.59	1.54	ejective
s09	geo020s09a0011v01	pxek>a	2	k>	2	medial	62.79	1	a	139.65	0	25.48	23.09	2.38	ejective
s09	geo020s09a0011v02	k>rit>ik>a	3	t>	2	medial	69.65	1	i	75.91	0	39.38	37.29	2.09	ejective
s09	geo020s09a0011v02	k>rit>ik>a	3	k>	3	medial	60.50	0	a	113.55	0	31.98	31.53	0.45	ejective
s09	geo020s09a0012v01	k>rit>ik>a	3	t>	2	medial	63.88	0	i	67.44	1	72.90	67.44	5.46	ejective
s09	geo020s09a0012v01	k>rit>ik>a	3	k>	3	medial	35.30	1	a	87.37	0	27.53	26.61	0.92	ejective
s09	geo020s09a0012v02	k>rit>ik>a	3	t>	2	medial	72.12	1	i	78.01	1	38.47	36.50	1.97	ejective
s09	geo020s09a0012v02	k>rit>ik>a	3	k>	3	medial	46.66	0	a	104.29	0	51.04	38.96	12.09	ejective
s09	geo020s09a0013v01	t>ekst>i	2	t>	1	initial	73.61	0	e	117.58	0	31.55	30.03	1.52	ejective
s09	geo020s09a0015v02	t>ani	2	t>	1	initial	69.22	1	a	151.29	0	68.45	65.98	2.47	ejective
s09	geo020s09a0016v01	t>ani	2	t>	1	initial	67.21	1	a	130.41	0	47.31	46.57	0.74	ejective
s09	geo020s09a0016v02	t>ani	2	t>	1	initial	76.20	1	a	136.17	0	50.84	49.25	1.59	ejective
s09	geo020s09a0019v01	k>ak>ali	3	k>	1	initial	74.50	1	a	136.44	0	71.67	69.82	1.85	ejective
s09	geo020s09a0019v01	k>ak>ali	3	k>	2	medial	45.08	1	a	109.58	0	23.23	19.09	4.14	ejective
s09	geo020s09a0021v01	k>amera	3	k>	1	initial	56.40	1	a	134.65	0	82.89	79.32	3.57	ejective
s09	geo020s09a0023v01	p>akt>i	2	p>	1	initial	148.52	1	a	114.57	0	42.99	41.33	1.66	ejective
s09	geo020s09a0024v01	post>amt>i	3	p	1	initial	145.87	1	o	148.13	0	0	75.15	0	pulmonic
s09	geo020s09a0024v02	post>amt>i	3	p	1	initial	194.36	0	o	138.90	0	0	67.91	0	pulmonic
s09	geo020s09a0025v02	t>it>uli	3	t>	1	initial	72.49	1	i	103.01	0	64.66	63.67	0.98	ejective
s09	geo020s09a0025v02	t>it>uli	3	t>	2	medial	76.57	1	u	94.13	1	59.68	58.26	1.42	ejective
s09	geo020s09a0026v01	t>it>uli	3	t>	1	initial	92.58	1	i	80.60	1	81.57	80.60	0.97	ejective
s09	geo020s09a0026v01	t>it>uli	3	t>	2	medial	64.70	1	u	69.99	1	41.06	40.81	0.25	ejective
s09	geo020s09a0027v01	k>enk>ra	2	k>	1	initial	67.99	1	e	111.03	1	72.97	72.08	0.90	ejective
s09	geo020s09a0030v01	p>ilot>i	3	p>	1	initial	105.16	1	i	89.51	1	63.25	60.98	2.28	ejective
s09	geo020s09a0030v01	p>ilot>i	3	t>	3	medial	70.13	0	i	77.58	0	20.72	19.89	0.83	ejective
s09	geo020s09a0030v02	p>ilot>i	3	p>	1	initial	113.21	1	i	92.90	0	53.25	51.00	2.25	ejective
s09	geo020s09a0030v02	p>ilot>i	3	t>	3	medial	92.60	0	i	135.10	0	39.60	37.64	1.96	ejective
s09	geo020s09a0033v02	k>ak>abi	3	k>	1	initial	98.16	1	a	141.67	0	83.87	83.87	0	ejective
s09	geo020s09a0033v02	k>ak>abi	3	k>	2	medial	64.64	1	a	110.93	1	45.97	43.67	2.30	ejective
s09	geo020s09a0034v01	k>ak>abi	3	k>	1	initial	68.74	1	a	117.03	0	68.09	66.01	2.08	ejective
s09	geo020s09a0034v01	k>ak>abi	3	k>	2	medial	56.71	1	a	103.00	0	49.58	45.70	3.88	ejective
s09	geo020s09a0034v02	k>ak>abi	3	k>	1	initial	99.46	1	a	129.92	0	63.49	60.48	3.00	ejective
s09	geo020s09a0034v02	k>ak>abi	3	k>	2	medial	63.09	1	a	110.92	1	49.14	42.63	6.51	ejective
s09	geo020s09a0035v01	rat>avi	3	t>	2	medial	73.68	1	a	123.44	0	75.20	72.99	2.21	ejective
s09	geo020s09a0039v01	k>ak>ao	3	k>	1	initial	97.27	1	a	145.93	0	54.58	53.67	0.91	ejective
s09	geo020s09a0039v01	k>ak>ao	3	k>	2	medial	69.91	1	a	152.80	0	73.72	70.80	2.92	ejective
s09	geo020s09a0041v02	t>erori	3	t>	1	initial	90.34	1	e	166.80	0	72.13	69.25	2.89	ejective
s09	geo020s09a0042v01	t>erori	3	t>	1	initial	55.76	1	e	134.33	0	61.14	59.72	1.42	ejective
s09	geo020s09a0042v02	t>erori	3	t>	1	initial	71.74	1	e	143.95	1	74.44	70.81	3.63	ejective
s09	geo020s09a0045v01	q>lup>i	2	p>	2	medial	70.76	0	i	93.84	0	15.39	14.16	1.23	ejective
s09	geo020s09a0047v01	k>ala	2	k>	1	initial	93.50	1	a	187.02	0	94.97	90.59	4.39	ejective
s09	geo020s09a0047v02	t>ank>i	2	t>	1	initial	106.38	1	a	180.60	0	78.22	77.50	0.73	ejective
s09	geo020s09a0048v01	t>ank>i	2	t>	1	initial	93.16	1	a	144.48	0	62.73	61.79	0.94	ejective
s09	geo020s09a0048v02	t>ank>i	2	t>	1	initial	80.74	1	a	143.88	0	78.98	78.00	0.99	ejective
s09	geo020s09a0049v01	t>emp>o	2	t>	1	initial	164.65	1	e	142.22	0	71.99	70.82	1.17	ejective
s09	geo020s09a0055v01	t>omi	2	t>	1	initial	100.10	1	o	191.02	0	67.71	65.87	1.84	ejective
s09	geo020s09a0055v02	korts>ili	3	k	1	initial	82.30	0	o	144.62	0	0	86.19	0	pulmonic
s09	geo020s09a0056v01	korts>ili	3	k	1	initial	71.09	0	o	115.37	0	0	62.06	0	pulmonic
s09	geo020s09a0056v02	korts>ili	3	k	1	initial	90.07	0	o	134.69	0	0	67.87	0	pulmonic
s09	geo020s09a0057v01	p>api	2	p>	1	initial	399.43	1	a	179.61	0	86.84	85.76	1.08	ejective
s09	geo020s09a0057v01	p>api	2	p	2	medial	128.02	1	i	234.45	0	0	141.00	0	pulmonic
s09	geo020s09a0059v01	p>at>ara	3	p>	1	initial	131.30	1	a	147.06	0	67.13	67.13	0	ejective
s09	geo020s09a0059v01	p>at>ara	3	t>	2	medial	67.56	1	a	131.39	0	30.17	28.78	1.39	ejective
s09	geo020s09a0059v02	k>vart>et>i	3	t>	3	medial	84.71	1	i	145.12	0	35.92	35.92	0	ejective
s09	geo020s09a0060v01	k>vart>et>i	3	t>	3	medial	87.26	0	i	71.00	0	26.73	25.55	1.18	ejective
s09	geo020s09a0060v02	k>vart>et>i	3	t>	3	medial	85.49	0	i	170.08	0	24.37	23.42	0.96	ejective
s09	geo020s09a0062v01	t>abak>a	3	t>	1	initial	98.99	1	a	123.54	0	52.43	51.60	0.83	ejective
s09	geo020s09a0062v01	t>abak>a	3	k>	3	medial	70.73	1	a	141.92	0	28.63	28.63	0	ejective
s09	geo020s09a0062v02	t>abak>a	3	t>	1	initial	131.36	1	a	102.88	0	44.24	43.37	0.88	ejective
s09	geo020s09a0062v02	t>abak>a	3	k>	3	medial	72.27	1	a	155.47	0	23.95	23.95	0	ejective
s09	geo020s09a0063v01	p>iri	2	p>	1	initial	77.21	1	i	198.27	0	80.37	77.28	3.09	ejective
s09	geo020s09a0063v02	p>ark>et>i	3	p>	1	initial	102.68	1	a	156.48	0	66.75	66.40	0.35	ejective
s09	geo020s09a0063v02	p>ark>et>i	3	t>	3	medial	74.32	0	i	117.80	0	42.18	40.24	1.94	ejective
s09	geo020s09a0064v01	p>ark>et>i	3	p>	1	initial	70.90	1	a	125.37	0	46.76	46.45	0.30	ejective
s09	geo020s09a0064v01	p>ark>et>i	3	t>	3	medial	46.50	0	i	64.09	0	18.22	17.31	0.90	ejective
s09	geo020s09a0064v02	p>ark>et>i	3	p>	1	initial	71.23	1	a	123.00	0	41.59	40.37	1.22	ejective
s09	geo020s09a0064v02	p>ark>et>i	3	t>	3	medial	73.32	0	i	120.90	0	20.34	20.34	0	ejective
s09	geo020s09a0065v01	k>at>a	2	k>	1	initial	77.88	1	a	161.65	0	56.56	54.65	1.91	ejective
s09	geo020s09a0065v01	k>at>a	2	t>	2	medial	67.62	0	a	88.33	1	50.16	49.87	0.29	ejective
s09	geo020s09a0067v01	k>ek>letsi	3	k>	1	initial	103.39	1	e	133.01	0	62.34	61.45	0.88	ejective
s09	geo020s09a0067v02	p>ats>ia	3	p>	1	initial	90.62	1	a	158.04	1	73.47	71.61	1.86	ejective
s09	geo020s09a0068v01	p>ats>ia	3	p>	1	initial	85.41	1	a	139.73	0	66.94	64.42	2.53	ejective
s09	geo020s09a0068v02	p>ats>ia	3	p>	1	initial	97.25	1	a	120.46	0	38.68	38.68	0	ejective
s09	geo020s09a0069v02	p>ark>i	2	p>	1	initial	109.19	1	a	151.95	0	63.20	60.89	2.31	ejective
s09	geo020s09a0070v01	p>ark>i	2	p>	1	initial	86.98	1	a	131.06	0	58.14	56.73	1.41	ejective
s09	geo020s09a0070v02	p>ark>i	2	p>	1	initial	85.16	1	a	138.25	0	60.63	58.97	1.66	ejective
s09	geo020s09a0071v01	k>ep>va	2	k>	1	initial	84.62	1	e	142.91	0	67.65	65.95	1.70	ejective
s09	geo020s09a0073v01	post>a	2	p	1	initial	91.94	0	o	176.07	0	0	92.04	0	pulmonic
s09	geo020s09a0075v02	k>ap>ela	3	k>	1	initial	92.97	1	a	172.60	0	108.69	108.03	0.66	ejective
s09	geo020s09a0075v02	k>ap>ela	3	p>	2	medial	78.15	1	e	90.53	0	46.45	45.63	0.82	ejective
s09	geo020s09a0076v01	k>ap>ela	3	k>	1	initial	73.46	1	a	117.34	0	57.09	54.24	2.85	ejective
s09	geo020s09a0076v01	k>ap>ela	3	p>	2	medial	72.72	1	e	82.29	0	40.00	38.85	1.16	ejective
s09	geo020s09a0076v02	k>ap>ela	3	k>	1	initial	43.69	0	a	102.45	1	43.73	43.18	0.55	ejective
s09	geo020s09a0076v02	k>ap>ela	3	p>	2	medial	73.84	1	e	92.15	0	43.15	41.91	1.24	ejective
s09	geo020s09a0078v01	k>akt>usi	3	k>	1	initial	65.09	1	a	108.19	0	39.53	35.65	3.89	ejective
s09	geo020s09a0078v02	k>akt>usi	3	k>	1	initial	86.32	1	a	133.62	0	81.44	80.21	1.23	ejective
s09	geo020s09a0079v02	Cap>it>o	3	p>	2	medial	78.40	1	i	79.39	1	51.29	49.96	1.32	ejective
s09	geo020s09a0079v02	Cap>it>o	3	t>	3	medial	94.55	1	o	242.32	0	44.08	42.03	2.05	ejective
s09	geo020s09a0080v01	Cap>it>o	3	p>	2	medial	77.79	1	i	70.84	0	22.79	21.68	1.11	ejective
s09	geo020s09a0080v01	Cap>it>o	3	t>	3	medial	92.74	0	o	110.62	0	25.86	23.96	1.90	ejective
s09	geo020s09a0080v02	Cap>it>o	3	p>	2	medial	87.65	1	i	62.64	0	28.67	27.82	0.84	ejective
s09	geo020s09a0080v02	Cap>it>o	3	t>	3	medial	86.97	1	o	96.21	0	21.92	20.21	1.71	ejective
s09	geo020s09a0081v01	tok>i	2	t	1	initial	85.66	0	o	143.52	0	0	63.00	0	pulmonic
s09	geo020s09a0081v01	tok>i	2	k>	2	medial	66.04	0	i	117.60	1	63.19	62.35	0.83	ejective
s09	geo020s09a0081v02	p>at>ent>i	3	p>	1	initial	107.83	1	a	130.57	0	57.12	56.18	0.95	ejective
s09	geo020s09a0081v02	p>at>ent>i	3	t>	2	medial	73.80	1	e	86.70	0	45.66	42.02	3.63	ejective
s09	geo020s09a0082v01	p>at>ent>i	3	p>	1	initial	61.05	1	a	103.10	0	52.45	50.65	1.80	ejective
s09	geo020s09a0082v01	p>at>ent>i	3	t>	2	medial	60.10	0	e	84.14	0	22.30	22.30	0	ejective
s09	geo020s09a0082v02	p>at>ent>i	3	p>	1	initial	72.55	1	a	107.70	0	37.38	35.91	1.47	ejective
s09	geo020s09a0082v02	p>at>ent>i	3	t>	2	medial	72.99	1	e	97.88	1	53.19	46.11	7.07	ejective
s09	geo020s09a0083v02	papa	2	p	1	initial	97.94	0	a	117.70	0	0	49.20	0	pulmonic
s09	geo020s09a0083v02	papa	2	p	2	medial	78.85	0	a	149.23	0	0	48.20	0	pulmonic
s09	geo020s09a0084v01	papa	2	p	1	initial	83.94	0	a	106.36	0	0	44.53	0	pulmonic
s09	geo020s09a0084v01	papa	2	p	2	medial	71.55	0	a	105.69	0	0	26.52	0	pulmonic
s09	geo020s09a0085v02	papa	2	p	1	initial	74.82	0	a	112.25	0	0	59.47	0	pulmonic
s09	geo020s09a0085v02	papa	2	p	2	medial	74.99	0	a	135.11	0	0	39.68	0	pulmonic
s09	geo020s09a0086v01	papa	2	p	1	initial	59.92	0	a	100.39	0	0	29.38	0	pulmonic
s09	geo020s09a0086v01	papa	2	p	2	medial	61.00	0	a	95.16	0	0	44.10	0	pulmonic
s09	geo020s09a0088v01	rit>ini	3	t>	2	medial	60.93	0	i	81.43	0	42.60	38.60	3.99	ejective
s09	geo020s09a0089v01	p>ets>i	2	p>	1	initial	100.94	1	e	129.86	0	49.99	49.21	0.79	ejective
s09	geo020s09a0091v01	k>enit>i	3	k>	1	initial	77.38	1	e	163.38	0	87.80	86.00	1.80	ejective
s09	geo020s09a0091v01	k>enit>i	3	t>	3	medial	91.45	1	i	123.15	0	51.77	50.17	1.61	ejective
s09	geo020s09a0093v01	k>abina	3	k>	1	initial	62.32	1	a	138.59	0	77.40	70.64	6.76	ejective
s09	geo020s09a0095v02	t>aksi	2	t>	1	initial	91.73	1	a	151.26	0	66.35	64.53	1.82	ejective
s09	geo020s09a0096v01	t>aksi	2	t>	1	initial	77.05	1	a	127.05	0	54.20	51.53	2.67	ejective
s09	geo020s09a0096v02	t>aksi	2	t>	1	initial	61.17	0	a	109.32	0	17.54	17.54	0	ejective
s09	geo020s09a0097v01	p>edali	3	p>	1	initial	91.35	1	e	123.02	0	54.52	52.92	1.60	ejective
s09	geo020s09a0098v01	p>anik>a	3	p>	1	initial	76.16	1	a	146.55	0	48.06	47.06	1.00	ejective
