#file onset offset #item phone pulm place vowel position speaker
geo020s09a0033v02 1.111693 1.351529 #i373 k>a ejective velar a initial he
geo020s09a0033v02 1.351529 1.527098 #i374 k>a ejective velar a medial he
geo020s09a0034v01 1.086893 1.272659 #i375 k>a ejective velar a initial he
geo020s09a0034v01 1.272659 1.432363 #i376 k>a ejective velar a medial he
geo020s09a0034v02 0.581781 0.811159 #i377 k>a ejective velar a initial he
geo020s09a0034v02 0.811159 0.985171 #i378 k>a ejective velar a medial he
geo020s09a0035v01 1.619364 1.816479 #i379 t>a ejective coronal a medial he
geo020s09a0039v01 1.117149 1.360353 #i380 k>a ejective velar a initial he
geo020s09a0039v01 1.360353 1.583063 #i381 k>a ejective velar a medial he
geo020s09a0041v02 1.064881 1.322021 #i382 t>e ejective coronal e initial he
geo020s09a0042v01 1.304811 1.494903 #i383 t>e ejective coronal e initial he
geo020s09a0042v02 0.741727 0.957419 #i384 t>e ejective coronal e initial he
geo020s09a0045v01 1.415956 1.580553 #i385 p>i ejective labial i medial he
geo020s09a0047v01 0.877799 1.158320 #i386 k>a ejective velar a initial he
geo020s09a0047v02 0.875502 1.162488 #i387 t>a ejective coronal a initial he
geo020s09a0048v01 0.877310 1.114952 #i388 t>a ejective coronal a initial he
geo020s09a0048v02 1.005947 1.230575 #i389 t>a ejective coronal a initial he
geo020s09a0049v01 0.729755 1.036631 #i390 t>e ejective coronal e initial he
geo020s09a0055v01 1.055493 1.346609 #i391 t>o ejective coronal o initial he
geo020s09a0055v02 0.798519 1.025433 #i392 ko plain velar o initial he
geo020s09a0056v01 0.874203 1.060660 #i393 ko plain velar o initial he
geo020s09a0056v02 0.701371 0.926128 #i394 ko plain velar o initial he
geo020s09a0057v01 1.295264 1.874305 #i395 p>a ejective labial a initial he
geo020s09a0057v01 1.874305 2.236776 #i396 pi plain labial i medial he
geo020s09a0059v01 1.127980 1.406344 #i397 p>a ejective labial a initial he
geo020s09a0059v01 1.406344 1.605289 #i398 t>a ejective coronal a medial he
geo020s09a0059v02 1.155609 1.385443 #i399 t>i ejective coronal i medial he
geo020s09a0060v01 1.385263 1.543528 #i400 t>i ejective coronal i medial he
geo020s09a0060v02 1.127540 1.383106 #i401 t>i ejective coronal i medial he
geo020s09a0062v01 0.638951 0.861475 #i402 t>a ejective coronal a initial he
geo020s09a0062v01 1.012850 1.225502 #i403 k>a ejective velar a medial he
geo020s09a0062v02 0.763903 0.998142 #i404 t>a ejective coronal a initial he
geo020s09a0062v02 1.158841 1.386576 #i405 k>a ejective velar a medial he
geo020s09a0063v01 0.905254 1.180731 #i406 p>i ejective labial i initial he
geo020s09a0063v02 0.583648 0.842804 #i407 p>a ejective labial a initial he
geo020s09a0063v02 1.050635 1.242753 #i408 t>i ejective coronal i medial he
geo020s09a0064v01 1.226613 1.422888 #i409 p>a ejective labial a initial he
geo020s09a0064v01 1.603147 1.713743 #i410 t>i ejective coronal i medial he
geo020s09a0064v02 0.538963 0.733196 #i411 p>a ejective labial a initial he
geo020s09a0064v02 0.918950 1.113166 #i412 t>i ejective coronal i medial he
geo020s09a0065v01 0.592742 0.832274 #i413 k>a ejective velar a initial he
geo020s09a0065v01 0.832274 0.988231 #i414 t>a ejective coronal a medial he
geo020s09a0067v01 0.896890 1.133296 #i415 k>e ejective velar e initial he
geo020s09a0067v02 0.672489 0.921150 #i416 p>a ejective labial a initial he
geo020s09a0068v01 0.820262 1.045401 #i417 p>a ejective labial a initial he
geo020s09a0068v02 0.704901 0.922616 #i418 p>a ejective labial a initial he
geo020s09a0069v02 0.886229 1.147362 #i419 p>a ejective labial a initial he
geo020s09a0070v01 1.062620 1.280667 #i420 p>a ejective labial a initial he
geo020s09a0070v02 0.631315 0.854729 #i421 p>a ejective labial a initial he
geo020s09a0071v01 0.968808 1.196335 #i422 k>e ejective velar e initial he
geo020s09a0073v01 1.008846 1.276859 #i423 po plain labial o initial he
geo020s09a0075v02 0.641185 0.906752 #i424 k>a ejective velar a initial he
geo020s09a0075v02 0.906752 1.075430 #i425 p>e ejective labial e medial he
geo020s09a0076v01 1.508652 1.699451 #i426 k>a ejective velar a initial he
geo020s09a0076v01 1.699451 1.854463 #i427 p>e ejective labial e medial he
geo020s09a0076v02 0.632731 0.778866 #i428 k>a ejective velar a initial he
geo020s09a0076v02 0.778866 0.944854 #i429 p>e ejective labial e medial he
geo020s09a0078v01 1.078798 1.252075 #i430 k>a ejective velar a initial he
geo020s09a0078v02 0.647424 0.867368 #i431 k>a ejective velar a initial he
geo020s09a0079v02 1.147034 1.304829 #i432 p>i ejective labial i medial he
geo020s09a0079v02 1.304829 1.641703 #i433 t>o ejective coronal o medial he
geo020s09a0080v01 1.210721 1.359356 #i434 p>i ejective labial i medial he
geo020s09a0080v01 1.359356 1.562716 #i435 t>o ejective coronal o medial he
geo020s09a0080v02 0.965023 1.115307 #i436 p>i ejective labial i medial he
geo020s09a0080v02 1.115307 1.298487 #i437 t>o ejective coronal o medial he
geo020s09a0081v01 1.069675 1.298858 #i438 to plain coronal o initial he
geo020s09a0081v01 1.298858 1.482492 #i439 k>i ejective velar i medial he
geo020s09a0081v02 0.601909 0.840311 #i440 p>a ejective labial a initial he
geo020s09a0081v02 0.840311 1.000814 #i441 t>e ejective coronal e medial he
geo020s09a0082v01 1.113283 1.277430 #i442 p>a ejective labial a initial he
geo020s09a0082v01 1.277430 1.421667 #i443 t>e ejective coronal e medial he
geo020s09a0082v02 0.643352 0.823601 #i444 p>a ejective labial a initial he
geo020s09a0082v02 0.823601 0.994471 #i445 t>e ejective coronal e medial he
geo020s09a0083v02 0.713166 0.928808 #i446 pa plain labial a initial he
geo020s09a0083v02 0.928808 1.156896 #i447 pa plain labial a medial he
geo020s09a0084v01 0.943996 1.134292 #i448 pa plain labial a initial he
geo020s09a0084v01 1.134292 1.311530 #i449 pa plain labial a medial he
geo020s09a0085v02 0.832577 1.019652 #i450 pa plain labial a initial he
geo020s09a0085v02 1.019652 1.229753 #i451 pa plain labial a medial he
geo020s09a0086v01 0.783399 0.943701 #i452 pa plain labial a initial he
geo020s09a0086v01 0.943701 1.099860 #i453 pa plain labial a medial he
geo020s09a0088v01 1.717277 1.859634 #i454 t>i ejective coronal i medial he
geo020s09a0089v01 0.538825 0.769633 #i455 p>e ejective labial e initial he
geo020s09a0091v01 1.067172 1.307939 #i456 k>e ejective velar e initial he
geo020s09a0091v01 1.435483 1.650087 #i457 t>i ejective coronal i medial he
geo020s09a0093v01 1.012954 1.213865 #i458 k>a ejective velar a initial he
geo020s09a0095v02 0.870575 1.113573 #i459 t>a ejective coronal a initial he
geo020s09a0096v01 0.880526 1.084627 #i460 t>a ejective coronal a initial he
geo020s09a0096v02 0.534582 0.705074 #i461 t>a ejective coronal a initial he
geo020s09a0097v01 1.294993 1.509364 #i462 p>e ejective labial e initial he
geo020s09a0098v01 0.970957 1.193667 #i463 p>a ejective labial a initial he
geo020s09a0098v01 1.325834 1.479262 #i464 k>a ejective velar a medial he
geo020s09a0098v02 0.583273 0.832562 #i465 p>a ejective labial a initial he
geo020s09a0098v02 0.939776 1.168279 #i466 k>a ejective velar a medial he
geo020s09a0101v02 0.666864 0.883825 #i467 k>e ejective velar e initial he
geo020s09a0102v01 0.818097 1.058839 #i468 k>e ejective velar e initial he
geo020s09a0102v02 0.736927 0.950972 #i469 k>e ejective velar e initial he
geo020s09a0105v01 1.063804 1.321692 #i470 pa plain labial a initial he
geo020s09a0105v01 1.321692 1.542444 #i471 pa plain labial a medial he
geo020s09a0105v02 0.647309 0.893330 #i472 te plain coronal e initial he
geo020s09a0106v01 1.159227 1.335515 #i473 te plain coronal e initial he
geo020s09a0106v02 0.643827 0.867928 #i474 te plain coronal e initial he
geo020s09a0107v01 0.849709 1.130221 #i475 p>a ejective labial a initial he
geo020s09a0107v01 1.130221 1.372374 #i476 p>a ejective labial a medial he
geo020s09a0107v02 0.595551 0.897592 #i477 t>i ejective coronal i initial he
geo020s09a0108v01 0.791965 1.028204 #i478 t>i ejective coronal i initial he
geo020s09a0111v02 0.739065 1.068382 #i479 t>a ejective coronal a initial he
geo020s09a0112v01 1.020116 1.357249 #i480 t>a ejective coronal a initial he
geo020s09a0112v02 0.750088 1.074128 #i481 t>a ejective coronal a initial he
geo020s09a0113v01 0.787049 1.020726 #i482 p>i ejective labial i initial he
geo020s09a0115v02 0.559885 0.784789 #i483 p>a ejective labial a initial he
geo020s09a0116v01 0.787729 1.008424 #i484 p>a ejective labial a initial he
geo020s09a0116v02 0.499962 0.692828 #i485 p>a ejective labial a initial he
geo020s09a0118v01 1.408090 1.538321 #i486 k>i ejective velar i medial he
geo020s09a0119v01 0.774478 1.025145 #i487 p>a ejective labial a initial he
geo020s09a0119v02 0.584645 0.793208 #i488 pa plain labial a initial he
geo020s09a0119v02 0.793208 0.982432 #i489 pu plain labial u medial he
geo020s09a0119v02 0.982432 1.197876 #i490 k>i ejective velar i medial he
geo020s09a0120v01 0.798417 0.985951 #i491 pa plain labial a initial he
geo020s09a0120v01 0.985951 1.125806 #i492 pu plain labial u medial he
geo020s09a0120v01 1.125806 1.271737 #i493 k>i ejective velar i medial he
geo020s09a0120v02 0.494418 0.685619 #i494 pa plain labial a initial he
geo020s09a0120v02 0.685619 0.844353 #i495 pu plain labial u medial he
geo020s09a0120v02 0.844353 1.075781 #i496 k>i ejective velar i medial he
geo020s09a0121v01 0.951614 1.231576 #i497 t>a ejective coronal a initial he
geo020s09a0126v01 1.199311 1.356008 #i498 p>a ejective labial a medial he
geo020s09a0126v02 1.105634 1.411834 #i499 p>a ejective labial a medial he
geo020s09a0127v01 0.834788 1.078224 #i500 po plain labial o initial he
geo020s09a0127v01 1.078224 1.246902 #i501 t>o ejective coronal o medial he
geo020s09a0127v02 0.511355 0.786779 #i502 p>a ejective labial a initial he
geo020s09a0127v02 0.786779 1.019392 #i503 t>a ejective coronal a medial he
geo020s09a0128v01 0.915398 1.131247 #i504 p>a ejective labial a initial he
geo020s09a0128v01 1.131247 1.318043 #i505 t>a ejective coronal a medial he
geo020s09a0128v02 0.494542 0.690708 #i506 p>a ejective labial a initial he
geo020s09a0128v02 0.690708 0.889059 #i507 t>a ejective coronal a medial he
geo020s09a0129v01 0.945593 1.202739 #i508 t>a ejective coronal a initial he
geo020s09a0133v01 0.838173 1.065693 #i509 p>a ejective labial a initial he
geo020s09a0135v02 0.497235 0.751141 #i510 ke plain velar e initial he
geo020s09a0136v01 0.909465 1.132363 #i511 ke plain velar e initial he
geo020s09a0136v02 0.669067 0.858455 #i512 ke plain velar e initial he
geo020s09a0137v01 0.859749 1.068895 #i513 p>a ejective labial a initial he
geo020s09a0137v01 1.068895 1.228299 #i514 k>e ejective velar e medial he
geo020s09a0137v01 1.228299 1.382681 #i515 t>i ejective coronal i medial he
geo020s09a0139v01 0.953508 1.211373 #i516 t>e ejective coronal e initial he
geo020s09a0141v01 0.700740 0.939512 #i517 pa plain labial a initial he
geo020s09a0142v01 0.566732 0.807565 #i518 k>a ejective velar a initial he
geo020s09a0142v02 0.636444 0.842023 #i519 k>a ejective velar a initial he
geo020s09a0143v02 0.630410 0.851846 #i520 k>a ejective velar a initial he
geo020s09a0144v01 1.249817 1.456033 #i521 k>a ejective velar a initial he
geo020s09a0144v02 0.599445 0.777833 #i522 k>a ejective velar a initial he
geo020s09a0145v01 0.978013 1.128528 #i523 t>i ejective coronal i medial he
geo020s09a0145v01 1.128528 1.302573 #i524 k>a ejective velar a medial he
geo020s09a0146v02 0.873658 1.057743 #i525 k>a ejective velar a medial he
geo020s09a0148v01 0.840090 1.074211 #i526 t>e ejective coronal e initial he
geo020s09a0148v02 0.623522 0.820970 #i527 t>e ejective coronal e initial he
geo020s09a0149v01 1.220191 1.459724 #i528 t>a ejective coronal a initial he
geo020s09a0153v02 0.574288 0.754043 #i529 k>a ejective velar a initial he
geo020s09a0153v02 0.754043 0.930661 #i530 k>a ejective velar a medial he
geo020s09a0154v01 1.022507 1.223821 #i531 k>a ejective velar a initial he
geo020s09a0154v01 1.223821 1.381465 #i532 k>a ejective velar a medial he
geo020s09a0154v02 0.413746 0.579358 #i533 k>a ejective velar a initial he
geo020s09a0154v02 0.579358 0.736838 #i534 k>a ejective velar a medial he
geo020s09a0155v02 0.615203 0.836607 #i535 k>a ejective velar a initial he
geo020s09a0156v01 0.800214 1.014638 #i536 k>a ejective velar a initial he
geo020s09a0156v02 0.410647 0.585446 #i537 k>a ejective velar a initial he
geo020s09a0158v01 1.092888 1.290575 #i538 p>a ejective labial a initial he
geo020s09a0158v02 0.574402 0.806322 #i539 p>a ejective labial a initial he
geo020s09a0159v01 0.632004 0.798587 #i540 t>i ejective coronal i initial he
geo020s09a0159v01 0.798587 0.981251 #i541 t>u ejective coronal u medial he
geo020s09a0161v02 0.565941 0.781880 #i542 k>e ejective velar e initial he
geo020s09a0162v01 0.795468 1.004153 #i543 k>e ejective velar e initial he
geo020s09a0162v02 0.553086 0.731203 #i544 k>e ejective velar e initial he
geo020s09a0163v01 0.695156 0.932738 #i545 p>i ejective labial i initial he
geo020s09a0163v01 1.082636 1.276345 #i546 t>i ejective coronal i medial he
geo020s09a0167v01 0.860969 1.061492 #i547 k>a ejective velar a initial he
geo020s09a0167v01 1.061492 1.241391 #i548 k>a ejective velar a medial he
geo020s09a0170v02 1.021428 1.243103 #i549 t>a ejective coronal a medial he
geo020s09a0174v01 0.628869 0.815494 #i550 k>a ejective velar a initial he
geo020s09a0174v01 0.815494 1.004024 #i551 k>a ejective velar a medial he
geo020s09a0174v02 0.558264 0.693893 #i552 k>a ejective velar a initial he
geo020s09a0174v02 0.693893 0.894546 #i553 k>a ejective velar a medial he
geo020s09a0175v01 0.763982 1.017734 #i554 t>e ejective coronal e initial he
geo020s09a0179v02 1.220316 1.473904 #i555 p>i ejective labial i medial he
geo020s09a0180v01 1.145317 1.296201 #i556 p>i ejective labial i medial he
geo020s09a0181v01 1.029262 1.324053 #i557 t>a ejective coronal a initial he
geo020s09a0182v01 0.996929 1.247491 #i558 k>a ejective velar a initial he
geo020s09a0182v02 0.874514 1.081292 #i559 k>a ejective velar a initial he
geo020s09a0183v02 0.796669 1.075617 #i560 t>e ejective coronal e initial he
geo020s09a0184v01 0.912463 1.159302 #i561 t>e ejective coronal e initial he
geo020s09a0184v02 0.609513 0.834633 #i562 t>e ejective coronal e initial he
geo020s09a0189v01 0.765152 0.989510 #i563 ko plain velar o initial he
geo020s09a0190v01 0.912372 1.146611 #i564 t>o ejective coronal o initial he
geo020s09a0192v01 0.894199 1.144809 #i565 p>a ejective labial a initial he
geo020s09a0192v01 1.144809 1.411695 #i566 pi plain labial i medial he
geo020s09a0192v02 0.477470 0.660306 #i567 p>a ejective labial a initial he
geo020s09a0192v02 0.660306 0.981780 #i568 pi plain labial i medial he
geo020s09a0193v01 1.097872 1.264621 #i569 t>i ejective coronal i medial he
geo020s09a0194v01 1.110251 1.307467 #i570 p>a ejective labial a initial he
geo020s09a0194v01 1.307467 1.462914 #i571 t>a ejective coronal a medial he
geo020s09a0194v02 0.554563 0.721610 #i572 p>a ejective labial a initial he
geo020s09a0194v02 0.721610 0.896115 #i573 t>a ejective coronal a medial he
geo020s09a0195v01 0.894856 1.188268 #i574 t>a ejective coronal a initial he
geo020s09a0195v01 1.347971 1.522780 #i575 k>a ejective velar a medial he
geo020s09a0197v01 0.669850 0.887788 #i576 p>a ejective labial a initial he
geo020s09a0197v01 1.086722 1.238703 #i577 t>i ejective coronal i medial he
geo020s09a0197v02 0.542052 0.848033 #i578 p>i ejective labial i initial he
geo020s09a0198v01 0.880369 1.089808 #i579 p>i ejective labial i initial he
geo020s09a0198v02 0.632019 0.867633 #i580 p>i ejective labial i initial he
geo020s09a0199v02 0.549457 0.758694 #i581 k>a ejective velar a initial he
geo020s09a0199v02 0.758694 0.928903 #i582 t>a ejective coronal a medial he
geo020s09a0200v01 0.684857 0.886999 #i583 k>a ejective velar a initial he
geo020s09a0200v01 0.886999 1.027065 #i584 t>a ejective coronal a medial he
geo020s09a0200v02 0.456411 0.642057 #i585 k>a ejective velar a initial he
geo020s09a0200v02 0.642057 0.813673 #i586 t>a ejective coronal a medial he
geo020s09a0201v01 0.834497 1.077664 #i587 p>a ejective labial a initial he
geo020s09a0202v01 0.876301 1.074008 #i588 k>e ejective velar e initial he
geo020s09a0202v02 0.680752 0.880745 #i589 k>e ejective velar e initial he
geo020s09a0203v01 0.716248 0.956702 #i590 p>a ejective labial a initial he
geo020s09a0206v01 0.778134 0.976259 #i591 k>e ejective velar e initial he
geo020s09a0206v02 0.580326 0.780485 #i592 k>e ejective velar e initial he
geo020s09a0207v02 0.663262 0.905996 #i593 po plain labial o initial he
geo020s09a0208v01 0.793246 1.035952 #i594 po plain labial o initial he
geo020s09a0208v02 0.606258 0.801045 #i595 po plain labial o initial he
geo020s09a0209v01 0.846143 1.060620 #i596 k>a ejective velar a initial he
geo020s09a0209v01 1.060620 1.224041 #i597 p>e ejective labial e medial he
geo020s09a0211v01 1.111252 1.360161 #i598 k>a ejective velar a initial he
geo020s09a0213v01 1.281384 1.441391 #i599 p>i ejective labial i medial he
geo020s09a0213v01 1.441391 1.639731 #i600 t>o ejective coronal o medial he
geo020s09a0216v01 1.175183 1.465928 #i601 to plain coronal o initial he
geo020s09a0216v01 1.465928 1.623981 #i602 k>i ejective velar i medial he
geo020s09a0220v01 0.712026 0.955841 #i603 t>a ejective coronal a initial he
geo020s09a0220v02 0.544285 0.788833 #i604 t>a ejective coronal a initial he
geo020s09a0221v01 1.194712 1.387728 #i605 t>i ejective coronal i medial he
geo020s09a0221v02 0.625461 0.842848 #i606 p>a ejective labial a initial he
geo020s09a0221v02 1.035334 1.234498 #i607 ki plain velar i medial he
geo020s09a0222v01 0.770004 0.981810 #i608 p>a ejective labial a initial he
geo020s09a0222v01 1.159772 1.469719 #i609 ki plain velar i medial he
geo020s09a0223v02 0.816386 1.116876 #i610 p>e ejective labial e initial he
geo020s09a0224v01 0.789736 1.090930 #i611 p>e ejective labial e initial he
geo020s09a0224v02 0.618446 0.827154 #i612 p>e ejective labial e initial he
geo020s09a0225v02 0.807246 1.148072 #i613 k>e ejective velar e initial he
geo020s09a0225v02 1.257676 1.458452 #i614 t>i ejective coronal i medial he
geo020s09a0226v01 1.373687 1.533127 #i615 t>i ejective coronal i medial he
geo020s09a0228v01 1.150580 1.342151 #i616 k>a ejective velar a initial he
geo020s09a0228v02 0.575603 0.739489 #i617 k>a ejective velar a initial he
geo020s09a0229v01 1.169422 1.424435 #i618 t>a ejective coronal a initial he
geo020s09a0233v02 0.689788 0.970062 #i619 pu plain labial u initial he
geo020s09a0234v02 0.830483 1.012443 #i620 pu plain labial u initial he
geo020s09a0239v01 1.133047 1.370428 #i621 te plain coronal e initial he
geo020s09a0239v02 0.647625 0.842729 #i622 pa plain labial a initial he
geo020s09a0239v02 0.842729 1.060209 #i623 pa plain labial a medial he
geo020s09a0240v01 1.507482 1.712697 #i624 pa plain labial a initial he
geo020s09a0240v01 1.712697 1.875886 #i625 pa plain labial a medial he
geo020s09a0240v02 0.543611 0.713095 #i626 pa plain labial a initial he
geo020s09a0240v02 0.713095 0.934102 #i627 pa plain labial a medial he
geo020s09a0241v01 0.979211 1.282778 #i628 t>i ejective coronal i initial he
geo020s09a0241v02 0.755883 0.968871 #i629 p>a ejective labial a initial he
geo020s09a0241v02 0.968871 1.202752 #i630 p>a ejective labial a medial he
geo020s09a0242v01 0.968683 1.184629 #i631 p>a ejective labial a initial he
geo020s09a0242v01 1.184629 1.355053 #i632 p>a ejective labial a medial he
geo020s09a0242v02 0.569765 0.718548 #i633 p>a ejective labial a initial he
geo020s09a0242v02 0.718548 0.928595 #i634 p>a ejective labial a medial he
